student_id,name,email,hall_id,dept_id,advisor_id,mobile_no,bank_acc_no,present_address,contact_person_address,date_of_birth,nid_no,level,term
1705056,Calogero Necci,benito89@example.net,2,5,10002,+39 01849867667,3622745929,"Borgo Matilda, 14
20156, Milano (MI)","Stretto Sabatino, 27
65022, Bussi Sul Tirino (PE)",1998-03-24,6516412324,1,2
1705057,Calogero Botta,cesarottisergius@example.org,7,5,10002,+39 3730815687,6114276668,"Incrocio Germano, 92
51021, Le Regine (PT)","Incrocio Emanuelli, 66 Piano 2
07036, Sennori (SS)",1998-03-31,3428255779,1,2
1705058,Fernanda Solimena,victoria86@example.com,7,5,10002,+39 03713626946,3070329985,"Canale Angeli, 485 Appartamento 91
63071, Rotella (AP)","Strada Leopardi, 4
31050, Premaor (TV)",1998-06-08,2895342842,1,2
1705059,Serena Acerbi,loredanavendetti@example.net,4,5,10002,+39 044595404,5226628811,"Canale Piergiorgio, 423
22019, Tremezzo (CO)","Incrocio Atenulf, 89 Piano 2
95014, Giarre (CT)",1999-04-18,9146887868,1,2
1705060,Arnaldo Malatesta,jfermi@example.net,3,5,10002,+39 09317876743,9647029456,"Rotonda Calbo, 398 Appartamento 9
00071, Pomezia (RM)","Canale Gucci, 31 Appartamento 6
21054, Bergoro (VA)",1999-02-23,9497504951,1,2
1705061,Sig. Lazzaro Vecellio,zcorradi@example.net,2,5,10003,+39 3713920043,7837719670,"Piazza Sermonti, 925 Piano 5
23892, Bulciago (LC)","Stretto Zola, 0 Appartamento 9
14025, Chiusano D'Asti (AT)",1999-01-30,9655937174,1,2
1705062,Venancio Bramante,massimilianofornaciari@example.org,6,5,10003,+39 096237078,4714483707,"Piazza Temistocle, 90 Piano 8
73047, Monteroni Di Lecce (LE)","Borgo Raimondo, 957
50028, Sambuca (FI)",1997-03-07,8748098876,1,2
1705063,Lisa Sinisi,napoleoneromiti@example.com,4,5,10003,0341516506,7226784075,"Via Fantozzi, 84
57122, Livorno (LI)","Strada Gaiatto, 5 Appartamento 5
72015, Selva (BR)",1997-08-05,4099384592,1,2
1705064,Maria Togliatti,campanolodovico@example.net,6,5,10003,03450073822,8187640881,"Rotonda Concetta, 22 Piano 3
96016, Lentini (SR)","Piazza Ermes, 7 Piano 8
23014, Andalo Valtellino (SO)",1997-03-31,8035699185,1,2
1705065,Gianluca Cesarotti,nargan@example.net,4,5,10003,379284403,1232320014,"Strada Isabella, 6 Appartamento 4
22034, Brunate (CO)","Canale Evangelista, 794 Appartamento 16
92021, Caldare (AG)",1997-12-22,5185307459,1,2
1705066,Guglielmo Bombieri-Tornatore,simonesalieri@example.com,3,5,10003,+39 0732046272,5921021574,"Via Alfonsi, 954 Piano 5
65100, Pescara (PE)","Stretto Ravaglioli, 285
00013, Mentana (RM)",1998-09-27,2702974269,1,2
1705067,Dott. Ninetta Petrucci,zgagliano@example.com,5,5,10003,+39 0183407999,7411124003,"Rotonda Baccio, 2 Appartamento 45
64042, Villa Petto (TE)","Contrada Milo, 49 Appartamento 6
21014, Laveno Mombello (VA)",1997-09-19,7201613009,1,2
1705068,Ottone Vespucci,claudio75@example.com,7,5,10003,078958039,3258387496,"Borgo Giorgio, 66
43022, Monticelli Terme (PR)","Vicolo Marisa, 5 Appartamento 6
28061, Biandrate (NO)",1999-04-11,3467763681,1,2
1705069,Giulia Bonino,sobrerogiovanni@example.net,4,5,10003,+39 381967440,2016856724,"Vicolo Ubaldo, 97
41016, Rovereto Sulla Secchia (MO)","Strada Renzo, 4 Piano 5
89041, Caulonia (RC)",1997-04-21,5061830811,1,2
1705070,Sig. Nanni Versace,marinettimario@example.net,5,5,10003,3515750547,7150721300,"Stretto Maria, 1
09126, Cala Mosca (CA)","Incrocio Bruno, 40 Appartamento 81
36055, Nove (VI)",1999-03-08,6781691922,1,2
1705071,Fiorenzo Vasari-Ginese,isatolentino@example.com,5,5,10003,+39 3732532200,1039608606,"Viale Cavalcanti, 125
88044, Marcellinara (CZ)","Stretto Rembrandt, 13
44124, Ferrara (FE)",1999-10-18,8723839037,1,2
1705072,Sig.ra Fortunata Inzaghi,mcampanella@example.com,6,5,10003,+39 01651340971,7471180738,"Contrada Boito, 95
18018, Arma Di Taggia (IM)","Viale Simone, 774
15052, Casalnoceto (AL)",1997-09-27,1596302146,1,2
1705073,Dott. Pasqual Bartoli,fagianifilippo@example.org,2,5,10003,3349894088,5078483521,"Strada Vezzali, 89
18027, Chiusanico (IM)","Via Torlonia, 32
23838, Vendrogno (LC)",1999-07-28,7149241641,1,2
1705074,Rosalia Ceci,argentogemma@example.net,6,5,10003,+39 042947840,4786982479,"Viale Puccio, 27
20006, Pregnana Milanese (MI)","Canale Bottaro, 20 Piano 0
25124, Brescia (BS)",1997-02-21,2681426796,1,2
1705075,Martina Caracciolo,lamborghiniettore@example.com,1,5,10003,36291919673,8102236393,"Incrocio Federico, 21
44049, Vigarano Pieve (FE)","Incrocio Fantozzi, 57
88833, Cerenzia (KR)",1997-11-20,9252683931,1,2
1705076,Antonina Squarcione,scadutoamanda@example.net,3,5,10003,+39 0453867578,5196905798,"Incrocio Sinisi, 425 Piano 4
28833, Brovello Carpugnino (VB)","Canale Amadeo, 9
24024, Gandino (BG)",1999-05-18,5460814900,1,2
1705077,Beatrice Cerutti,jboiardo@example.net,5,5,10003,+39 092100989,6681137583,"Strada Crispi, 77
63834, Massa Fermana (FM)","Borgo Iolanda, 31 Piano 4
71038, Pietramontecorvino (FG)",1998-02-24,4956763386,1,2
1705078,Dott. Raffaellino Eco,vmunari@example.org,2,5,10003,037663513,2923729382,"Contrada Eva, 15
06073, Corciano (PG)","Canale Lollobrigida, 7
85013, Genzano Di Lucania (PZ)",1997-10-29,7131458857,1,2
1705079,Franco Mastroianni,grazianopertini@example.org,7,5,10003,093233968,6306891146,"Viale Ludovico, 93 Piano 4
08016, Borore (NU)","Stretto Conte, 23
89815, Francavilla Angitola (VV)",1999-04-22,9764218837,1,2
1705080,Lando Puglisi,giannoneoreste@example.net,1,5,10003,3483140294,6539310142,"Strada Guarino, 0 Piano 1
25088, Toscolano Maderno (BS)","Vicolo Beppe, 86
32040, Presenaio (BL)",1999-09-12,8605543464,1,2
1705081,Raimondo Malpighi,alderanobellocchio@example.org,2,5,10003,+39 089234158,4083149689,"Incrocio Ronaldo, 546
56011, Montemagno (PI)","Viale Priscilla, 623
02011, Accumoli (RI)",1998-08-25,8757320407,1,2
1705082,Pierpaolo Zola,marina44@example.org,1,5,10003,05843228564,7675820506,"Via Achille, 16
31028, Tezze (TV)","Viale Elisa, 26
95041, Santo Pietro (CT)",1998-06-19,6981295045,1,2
1705083,Napoleone Ferragni,melissa01@example.net,3,5,10003,351953543,1422977651,"Rotonda Pomponio, 5 Appartamento 7
43049, Pessola (PR)","Piazza Romano, 57
23857, Valgreghentino (LC)",1997-07-13,4107942405,1,2
1705084,Federica Panzera,kpetrucelli@example.net,3,5,10003,032168643,6627617014,"Canale Mattia, 847 Piano 3
04024, Gaeta (LT)","Borgo Raimondo, 22 Appartamento 36
02033, Monteleone Sabino (RI)",1998-11-24,6087770156,1,2
1705085,Marissa Papafava-Vigliotti,erranimariano@example.org,6,5,10003,01004521889,1540667656,"Strada Simone, 80
20059, Casarile (MI)","Borgo Treves, 4 Piano 1
43048, Varano Marchesi (PR)",1999-07-03,9850833949,1,2
1705086,Dott. Ubaldo Manunta,juvarapaola@example.com,2,5,10003,351384111,2014826870,"Piazza Siffredi, 74 Appartamento 6
56017, Pappiana (PI)","Stretto Silvio, 14
90139, Palermo (PA)",1997-05-30,1947522501,1,2
1705087,Sig.ra Fabrizia Greco,pierpaolovidoni@example.org,6,5,10003,+39 0934580761,5516636966,"Stretto Martina, 3
35136, Padova (PD)","Piazza Torquato, 39 Appartamento 2
62025, Fiuminata (MC)",1998-07-23,4155709749,1,2
1705088,Luciana Lombardo,dborzomi@example.net,4,5,10003,03631588646,8753439103,"Via Luciano, 30 Appartamento 6
13833, Portula (BI)","Canale Armellini, 2
98122, Messina (ME)",1998-03-15,5301212422,1,2
1705089,Riccardo Paruta-Volta,lara04@example.org,5,5,10003,+39 37572528342,9148891026,"Piazza Mercadante, 125
85050, Savoia Di Lucania (PZ)","Rotonda Fabrizi, 929 Piano 4
24015, San Giovanni Bianco (BG)",1999-07-19,9347974522,1,2
1705090,Eleanora Conte,dmajorana@example.net,5,5,10003,+39 077326504,1748486178,"Rotonda Dino, 218
64041, Colledoro (TE)","Piazza Marini, 53 Piano 7
00054, Ara Nova (RM)",1999-12-19,3444605855,1,2
1705091,Marissa Balla,tullio58@example.net,4,5,10004,+39 0564157416,6792584080,"Borgo Scarpa, 21 Appartamento 7
00039, Zagarolo (RM)","Canale Benvenuto, 251
42046, Brugneto (RE)",1998-10-26,4074174889,1,2
1705092,Torquato Manacorda,ivan98@example.net,2,5,10004,343418211,5498783330,"Contrada Badoglio, 3
45010, Braglia (RO)","Rotonda Fo, 13
25100, Brescia (BS)",1997-04-30,8485438182,1,2
1705093,Dott. Livia Cattaneo,gianfranco01@example.com,5,5,10004,+39 052163704,5102188939,"Contrada Filogamo, 28 Piano 5
12041, Isola (CN)","Vicolo Vincenza, 4 Appartamento 79
74100, Paolo Vi (TA)",1997-11-13,9124936783,1,2
1705094,Sig. Giuliano Gozzi,tizianavalguarnera@example.net,5,5,10004,+39 38139120153,9331143048,"Strada Ezio, 5 Piano 4
11014, Saint Oyen (AO)","Strada Scarpetta, 9 Appartamento 1
16048, Rezzoaglio (GE)",1997-11-08,5033211184,1,2
1705095,Pasqual Mercantini,fcurci@example.org,5,5,10004,0774395730,5981512165,"Vicolo Rossi, 43 Piano 2
85016, Pietragalla (PZ)","Strada Marina, 93 Piano 8
02023, Sant'Ippolito (RI)",1997-04-05,4941296969,1,2
1705096,Gaspare Dulbecco-Luria,piermariaabatantuono@example.com,5,5,10004,+39 0314075160,7871986263,"Vicolo Filogamo, 7 Piano 1
13872, Borriana (BI)","Contrada Catenazzi, 47 Piano 7
90027, Petralia Sottana (PA)",1998-05-29,8835458108,1,2
1705097,Claudia Pozzecco,geronimogalilei@example.com,5,5,10004,+39 0358460532,3266583157,"Borgo Loretta, 2
88835, Roccabernarda (KR)","Stretto Zabarella, 8 Piano 3
32032, Feltre (BL)",1998-06-12,5008324433,1,2
1705098,Stefano Veneziano-Spadafora,cassandra52@example.com,5,5,10004,36678517055,9209495841,"Borgo Angelo, 90 Piano 0
24066, Pedrengo (BG)","Stretto Binaghi, 34
28859, Trontano (VB)",1997-05-06,1743233830,1,2
1705099,Amanda Curci,dgentilini@example.org,5,5,10004,+39 096115992,3998693197,"Vicolo Sabatini, 35 Appartamento 7
36040, Vo' (VI)","Via Rembrandt, 598 Piano 2
84135, Fratte (SA)",1999-01-02,1744644402,1,2
1705100,Pasquale Sagese-Speri,ernestobinaghi@example.net,1,5,10004,+39 05645987121,7313248389,"Piazza Fabia, 867 Piano 0
31012, Cappella Maggiore (TV)","Piazza Rizzoli, 2
01030, Carbognano (VT)",1999-06-05,7227362970,1,2
1705101,Antonia Gasperi,rothrosina@example.net,6,5,10004,+39 353366846,2854886363,"Strada Papetti, 531
53023, Castiglione D'Orcia (SI)","Stretto Adelmo, 13
82034, San Lupo (BN)",1997-05-10,1181680959,1,2
1705102,Sig. Santino Sauro,vespagianfranco@example.org,3,5,10004,0825513052,9708194548,"Canale Udinese, 666 Appartamento 47
16149, Genova (GE)","Piazza Griselda, 2
24010, Ornica (BG)",1999-07-21,2253665991,1,2
1705103,Pietro Zeffirelli,zeffirelliarturo@example.net,6,5,10004,0375243087,4356329673,"Borgo Gianfranco, 13 Piano 8
24066, Pedrengo (BG)","Vicolo Durante, 177 Appartamento 97
07049, Usini (SS)",1998-09-03,4352420870,1,2
1705104,Carmelo Paolucci,venanciomaglio@example.com,4,5,10004,3684143570,3115563315,"Rotonda Amedeo, 3 Piano 0
86086, Poggio Sannita (IS)","Via Saffi, 756
20147, Milano (MI)",1997-08-13,4776921950,1,2
1705105,Griselda Bertoni,orlandodomenico@example.net,5,5,10004,01228389095,7760256392,"Stretto Raurica, 720
35029, Pontelongo (PD)","Vicolo Ravaglioli, 38 Piano 5
74013, Ginosa (TA)",1997-06-12,1952975163,1,2
1705106,Giustino Falcone,fiorinofusani@example.net,2,5,10004,+39 0522170978,5650747403,"Borgo Stefania, 213
27059, Zavattarello (PV)","Contrada Cortese, 282 Appartamento 93
64040, Cortino (TE)",1997-09-08,8264448801,1,2
1705107,Gelsomina Savorgnan-Abbagnale,ruffinistefano@example.net,7,5,10004,+39 0584591276,1992437973,"Incrocio Palladio, 180
37013, Boi (VR)","Rotonda Orsini, 90 Appartamento 1
87066, Longobucco (CS)",1999-05-09,9421892130,1,2
1705108,Benvenuto Zacco,bodonitullio@example.com,3,5,10004,+39 0426376184,5102504335,"Stretto Luigi, 4 Appartamento 51
38026, Ossana (TN)","Stretto Jacuzzi, 17 Piano 7
62014, Colbuccaro (MC)",1999-06-10,5954999590,1,2
1705109,Pomponio Pincherle-Cagnin,gcollina@example.net,5,5,10004,373866997,4826710189,"Vicolo Pizzamano, 628
26034, Piadena (CR)","Contrada Cavalcanti, 348
15030, Conzano (AL)",1997-08-31,4313835889,1,2
1705110,Ricciotti Frescobaldi,utamburi@example.net,7,5,10004,+39 3518626031,2170812293,"Borgo Sandi, 670 Appartamento 27
28053, Castelletto Sopra Ticino (NO)","Strada Morellato, 6 Piano 6
25048, Cortenedolo (BS)",1999-05-30,8960945459,1,2
1705111,Nedda Gioberti,tonino00@example.net,5,5,10004,0789196591,7458376750,"Strada Coardi, 25
67025, Ofena (AQ)","Stretto Parini, 6
92025, Casteltermini (AG)",1997-04-28,1626673382,1,2
1705112,Elvira Viviani-Dandolo,michelettigino@example.net,7,5,10004,053669499,1035148198,"Strada Livia, 98 Appartamento 4
67032, Pescasseroli (AQ)","Piazza Fantini, 96 Piano 4
86022, Limosano (CB)",1999-06-18,4944365281,1,2
